2.69787871010197e-13,3.56525390362487e-14,2.41590234257638e-14,3.56989030504062e-14,2.69219801773174e-13,2.70838051006973e-13,3.5627586392775e-14,2.42156289175127e-14,3.55547475961622e-14,2.70431864331237e-13,3.57414716886767e-14,2.4124700405756e-14,2.71719792102517e-13,3.5581814531067e-14,2.69939040572565e-13,plunger
2.69789741114494e-13,3.56520656975032e-14,2.41574387810179e-14,3.56970570811775e-14,2.69217390359525e-13,2.70845478752642e-13,3.5632912060324e-14,2.42198022812541e-14,3.55602469569638e-14,2.70429210560741e-13,3.57394323751475e-14,2.41229346857927e-14,2.71719439357169e-13,3.55809441437696e-14,2.69937904996486e-13,plunger
2.69787632422494e-13,3.56854863992615e-14,2.4149200591543e-14,3.56893064269436e-14,2.69206861614473e-13,2.71035805638902e-13,3.56944180354433e-14,2.42527740648383e-14,3.55913062595662e-14,2.70419013604441e-13,3.57414677186638e-14,2.41302112376486e-14,2.7171407556288e-13,3.55757208576075e-14,2.69935187287924e-13,plunger
2.70061743452471e-13,3.58127678660894e-14,2.41772118301656e-14,3.5703326170203e-14,2.691926037764e-13,2.71058497780795e-13,3.5753286236633e-14,2.42979499125519e-14,3.56857826269239e-14,2.70399791330354e-13,3.5742109683949e-14,2.41410861199583e-14,2.71699210603835e-13,3.55606729175277e-14,2.6991719813738e-13,plunger
2.70268665320524e-13,3.61334903452558e-14,2.42488819431081e-14,3.57246222094759e-14,2.69127016073536e-13,2.71341504247674e-13,3.59632769659504e-14,2.4469459795348e-14,3.5948052863678e-14,2.70318002681599e-13,3.57273624829756e-14,2.41783711912267e-14,2.71659571678044e-13,3.5526780327668e-14,2.69868740057545e-13,plunger
2.70226733768024e-13,3.72013113993358e-14,2.46663406607747e-14,3.58376055558978e-14,2.68870270068171e-13,2.71228372719522e-13,3.66347851265546e-14,2.49953240629892e-14,3.65137145026109e-14,2.70093066477017e-13,3.59100539785489e-14,2.46456242121038e-14,2.7143213550105e-13,3.54706379326341e-14,2.69658514274829e-13,plunger
2.70095214126924e-13,3.80879998974919e-14,2.5134840926601e-14,3.60043010792525e-14,2.68605098659389e-13,2.71141337882229e-13,3.70644075781147e-14,2.5482743319214e-14,3.71074193930191e-14,2.69807776073492e-13,3.59779989277851e-14,2.50256837595087e-14,2.71236255929374e-13,3.54451476033961e-14,2.6944396303438e-13,plunger
2.69911652183559e-13,3.90512956774607e-14,2.55022233704309e-14,3.60797671346999e-14,2.68325065043939e-13,2.71134176836877e-13,3.75645061626896e-14,2.5864570117259e-14,3.74514276981086e-14,2.69524140759863e-13,3.61566574274276e-14,2.54954976716331e-14,2.7102243656714e-13,3.54123721690694e-14,2.69239539981048e-13,plunger
2.70257369768693e-13,4.02237792077502e-14,2.58777371905513e-14,3.61720188748563e-14,2.68033400845362e-13,2.71627181662887e-13,3.81767854825883e-14,2.63706936694524e-14,3.80652112477017e-14,2.69259206752146e-13,3.62687631296906e-14,2.59183000955595e-14,2.70833205396893e-13,3.53568545477259e-14,2.69040764485446e-13,plunger
2.70370034500461e-13,4.11894147957575e-14,2.6219035023228e-14,3.62066522446486e-14,2.67702617553261e-13,2.71662634372387e-13,3.87339282644736e-14,2.68448306860234e-14,3.85397921535119e-14,2.68911150213631e-13,3.63172756202328e-14,2.62347595994509e-14,2.70641277390181e-13,3.53100492231574e-14,2.68857592491485e-13,plunger
2.70798737628073e-13,4.16422651676678e-14,2.6338204805655e-14,3.62250492464394e-14,2.67465610668777e-13,2.72544504231507e-13,3.91247778977085e-14,2.72049498859546e-14,3.90348389288122e-14,2.68704119357104e-13,3.62902828507623e-14,2.63331646242008e-14,2.70511679538404e-13,3.52278209043689e-14,2.68711540749432e-13,plunger
2.71116280357552e-13,4.29100456432992e-14,2.65981985667114e-14,3.62373619243892e-14,2.67126212364696e-13,2.72798651241913e-13,3.98148891063903e-14,2.76572530254854e-14,3.95805591929113e-14,2.68386163876496e-13,3.63898103410195e-14,2.67008117686708e-14,2.70309426045755e-13,3.51104637872211e-14,2.68520909927529e-13,plunger
2.70745359490164e-13,4.28637544235329e-14,2.66841025848458e-14,3.62553925026753e-14,2.67070091539643e-13,2.7198436667443e-13,3.96739934333951e-14,2.76212728263988e-14,3.95131279323125e-14,2.68233558910182e-13,3.63308269274571e-14,2.66518812438359e-14,2.70235589022947e-13,3.50777194882428e-14,2.6845749285381e-13,plunger
2.70894249210967e-13,4.33078055992831e-14,2.68368017257576e-14,3.63112691115847e-14,2.66860999630266e-13,2.72153584888385e-13,3.98741128929057e-14,2.778948099904e-14,3.97954583209694e-14,2.68056839463942e-13,3.62874219026808e-14,2.6712364828445e-14,2.70109224454953e-13,3.50049155288274e-14,2.68335953503594e-13,plunger
2.70600059247143e-13,4.39164845433368e-14,2.69911058465735e-14,3.62970471578336e-14,2.66643783790743e-13,2.71564554014107e-13,4.01309988151615e-14,2.80837612197918e-14,4.00802172843267e-14,2.67777960530132e-13,3.62845375139652e-14,2.68932392281155e-14,2.69956458489599e-13,3.49145796029817e-14,2.68168213333851e-13,plunger
2.70542986764455e-13,4.42104246462861e-14,2.7024215522733e-14,3.62849037468712e-14,2.66436239122235e-13,2.72025248148032e-13,4.02973608607821e-14,2.81609063184481e-14,4.02060604818084e-14,2.67662533655675e-13,3.62775046766315e-14,2.69597393620459e-14,2.69872330658028e-13,3.48574553949576e-14,2.6808276373126e-13,plunger
2.7098607688562e-13,4.46544211737219e-14,2.70028872896906e-14,3.62397896346808e-14,2.66383200405924e-13,2.72356052342382e-13,4.05124481440374e-14,2.82997374985017e-14,4.04582560662893e-14,2.67577841432055e-13,3.62883171656726e-14,2.69983078077728e-14,2.6982176274067e-13,3.47698348546269e-14,2.68028455368281e-13,plunger
2.71642511039835e-13,4.4857388776675e-14,2.70662037146436e-14,3.61898145822201e-14,2.66174518044731e-13,2.72901315186075e-13,4.0879658696191e-14,2.85663243259087e-14,4.07139458572169e-14,2.67386846220991e-13,3.62747288153622e-14,2.70632666446854e-14,2.69725305370846e-13,3.47318603376742e-14,2.67936731285078e-13,plunger
2.71391675035748e-13,4.524083934932e-14,2.72728781507704e-14,3.63021560978904e-14,2.66071468572436e-13,2.72506501154054e-13,4.08575781576657e-14,2.86715319863506e-14,4.09201801679121e-14,2.67233446781328e-13,3.62062567404334e-14,2.70774926820123e-14,2.69580859270006e-13,3.46530098077748e-14,2.67799041924584e-13,plunger
2.70992415349277e-13,4.49434365303604e-14,2.69958624631819e-14,3.60775518891166e-14,2.66029994089342e-13,2.72820628134717e-13,4.09259072315015e-14,2.86066723109227e-14,4.06638854249111e-14,2.67257583935538e-13,3.62399590991111e-14,2.70664251988105e-14,2.69617380427014e-13,3.4646219929158e-14,2.67844916496935e-13,plunger
2.7121326629491e-13,4.55979881674917e-14,2.72847613649785e-14,3.61971919349008e-14,2.65812794151411e-13,2.72176911253225e-13,4.10869476691751e-14,2.88565210732231e-14,4.11527739894131e-14,2.6696900720188e-13,3.61195416834167e-14,2.70992933097075e-14,2.69505598556563e-13,3.45795153126062e-14,2.67703378087973e-13,plunger
